Species	Fruiting_body_type3	Fruiting_body_type1	Fruiting_body_type2	corrected
Phylloporia_ribis	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Coltricia_stuckertiana	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phylloporia_ephedrae	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phylloporia_bibulosa	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phylloporia_minutispora	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_nilgheriensis	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fulvifomes_kawakamii	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_fastuosus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fulvifomes_robiniae	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inocutis_porrecta	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inonotus_luteoumbrinus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inocutis_tamaricis	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inocutis_rheades	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inocutis_dryophila	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inocutis_ludoviciana	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fomitiporella_cavicola	NA	Resupinate	Resupinate	Resupinate
Fulvifomes_umbrinellus	NA	Resupinate	Resupinate	Resupinate
Phellinus_caryophylli	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fomitiporia_maxonii	NA	Resupinate	Resupinate	Resupinate
Fomitiporia_langloisii	NA	Resupinate	Resupinate	Resupinate
Fomitiporia_dryophila	NA	Resupinate	Resupinate	Resupinate
Fomitiporia_apiahyna	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fomitiporia_tabaquilio	NA	Resupinate	Resupinate	Resupinate
Fomitiporia_bannaensis	NA	Resupinate	Resupinate	Resupinate
Fomitiporia_tenuis	NA	Resupinate	Resupinate	Resupinate
Fomitiporia_gabonensis	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fomitiporia_nobilissima	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fomitiporia_ivindoensis	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fomitiporia_australiensis	NA	Resupinate	Resupinate	Resupinate
Fomitiporia_pseudopunctata	NA	Resupinate	Resupinate	Resupinate
Fomitiporia_mediterranea	NA	Resupinate	Resupinate	Resupinate
Fomitiporia_aethiopica	NA	Resupinate	Resupinate	Resupinate
Phellinus_erectus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fomitiporia_punicata	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fomitiporia_hartigii	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fomitiporia_polymorpha	NA	Resupinate	Resupinate	Resupinate
Fomitiporia_punctata	NA	Resupinate	Resupinate	Resupinate
Fomitiporia_robusta	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fomitiporia_hippophaeicola	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_uncisetus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_caribaeoquercicola	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_gabonensis	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Pseudoinonotus_chondromyelus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Pseudoinonotus_dryadeus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hymenochaete_yasudae	NA	Resupinate	Resupinate	Resupinate
Pseudochaete_olivacea	NA	Resupinate	Resupinate	Resupinate
Pseudochaete_corrugata	NA	Resupinate	Resupinate	Resupinate
Pseudochaete_tabacina	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Pseudochaete_intricata	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Pseudochaete_lamellata	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Pseudochaete_tabacinoides	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Pseudochaete_rigidula	NA	Resupinate	Resupinate	Resupinate
Pseudochaete_lenta	NA	Resupinate	Resupinate	Resupinate
Porodaedalea_chrysoloma	NA	Resupinate	Resupinate	Resupinate
Porodaedalea_niemelaei	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Porodaedalea_yamanoi	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Porodaedalea_cancriformans	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_gilbertsonii	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Porodaedalea_pini	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Porodaedalea_laricis	NA	Resupinate	Resupinate	Resupinate
Inonotus_leporinus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Onnia_triquetra	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Onnia_tomentosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Mensularia_nodulosa	NA	Resupinate	Resupinate	Resupinate
Inonotus_hastifer	NA	Resupinate	Resupinate	Resupinate
Xanthoporia_radiata	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inonotus_crocitinctus	NA	NA	NA	NA
Hymenochaete_berteroi	NA	Resupinate	Resupinate	Resupinate
Cyclomyces_setiporus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Stipitochaete_damicornis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hymenochaete_adusta	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hymenochaete_villosa	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hymenochaete_pseudoadusta	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hymenochaete_attenuata	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hymenochaete_cyclolamellata	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inonotus_tabacinus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hymenochaete_rheicolor	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hymenochaete_xerantica	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_odontoides	NA	Resupinate	Resupinate	Resupinate
Hydnochaete_paucisetigera	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hydnochaete_asetosa	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hymenochaete_luteobadia	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hymenochaete_anomala	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_fulva	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_separabilis	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_rhododendricola	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_rhabarbarina	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_boidinii	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hymenochaete_tasmanica	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_rubiginosa	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_ochromarginata	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hymenochaete_fuliginosa	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_cinnamomea	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_megaspora	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_acerosa	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_epichlora	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_unicolor	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_carpatica	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_nanospora	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_tenuis	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_separata	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_sphaericola	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_floridea	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_cruenta	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_denticulata	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_pinnatifida	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_innexa	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_acanthophysata	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_murina	NA	Resupinate	Resupinate	Resupinate
Hydnochaete_japonica	NA	Resupinate	Resupinate	Resupinate
Hydnochaete_duportii	NA	Resupinate	Resupinate	Resupinate
Hymenochaete_cervinoidea	NA	Resupinate	Resupinate	Resupinate
Fulvifomes_johnsonianus	NA	Resupinate	Resupinate	Resupinate
Fuscoporia_formosana	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fuscoporia_gilva	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_contiguus	NA	Resupinate	Resupinate	Resupinate
Fuscoporia_torulosa	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fuscoporia_rhabarbarina	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fuscoporia_wahlbergii	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fuscoporia_ferrea	NA	Resupinate	Resupinate	Resupinate
Fuscoporia_discipes	NA	Pileate-stipitate	pilate sessile	Pileate-stipitate
Fuscoporia_montana	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_cinchonensis	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Fuscoporia_ferruginosa	NA	Resupinate	Resupinate	Resupinate
Fuscoporia_viticola	NA	Resupinate	Resupinate	Resupinate
Phellinidium_weirii	NA	Resupinate	Resupinate	Resupinate
Phellinidium_sulphurascens	NA	Resupinate	Resupinate	Resupinate
Schizopora_flavipora	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_pallidula	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_arguta	NA	Resupinate	Resupinate	Resupinate
Sphaerobasidium_minutum	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_hastata	NA	Resupinate	Resupinate	Resupinate
Tubulicrinis_gracillimus	NA	Resupinate	Resupinate	Resupinate
Tubulicrinis_subulatus	NA	Resupinate	Resupinate	Resupinate
Basidioradulum_radula	NA	Resupinate	Resupinate	Resupinate
Fibricium_rude	NA	Resupinate	Resupinate	Resupinate
Trichaptum_abietinum	NA	Resupinate	Resupinate	Resupinate
Pyrrhoderma_scaurum	NA	Resupinate	Resupinate	Resupinate
Phellinus_fragrans	NA	Resupinate	Resupinate	Resupinate
Phellinidium_pouzarii	NA	Resupinate	Resupinate	Resupinate
Phellinidium_ferrugineofuscum	NA	Resupinate	Resupinate	Resupinate
Asterodon_ferruginosum	NA	Resupinate	Resupinate	Resupinate
Phellinus_nigrolimitatus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inonotus_subiculosus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hyphodontia_rimosissima	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_quercina	NA	Resupinate	Resupinate	Resupinate
Palifer_verecundus	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_nudiseta	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_radula	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_niemelaei	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_serpentiformis	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_aspera	NA	Resupinate	Resupinate	Resupinate
Schizopora_paradoxa	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_breviseta	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_borealis	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_nespori	NA	Resupinate	Resupinate	Resupinate
Intextomyces_cylindricus_G1877_HCC8	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_crustosa	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_sambuci	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_pruni	NA	Resupinate	Resupinate	Resupinate
Phellinus_noxius	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Pyrrhoderma_adamanticum	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Coltricia_cinnamomea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coltricia_cfoblectans	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coltricia_spina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coltricia_montagnei	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coltricia_perennis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coltriciella_sonorensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coltriciella_oblectabilis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coltriciella_pusilla	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coltriciella_navisporus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coltriciella_dependens	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_curvispora	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_alutacea	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_palmae	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_subalutacea	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_barbajovis	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_cineracea	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_alienata	NA	Resupinate	Resupinate	Resupinate
Oxyporus_populinus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Oxyporus_corticola	NA	Resupinate	Resupinate	Resupinate
Hyphodontia_alutaria	NA	Resupinate	Resupinate	Resupinate
Resinicium_bicolor	NA	Resupinate	Resupinate	Resupinate
Cantharellopsis_prescotii_G0130_NL0869	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Arrhenia_polycephala_G0320_NL5305	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Cotylidia_aurantiacavaralba	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Cotylidia_diaphana	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rickenella_fibula	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Peniophorella_guttulifera	NA	Resupinate	Resupinate	Resupinate
Peniophorella_echinocystis	NA	Resupinate	Resupinate	Resupinate
Alloclavaria_purpurea	NA	Clavarioid	Clavarioid	Clavaroid
Repetobasidium_mirificum	NA	Resupinate	Resupinate	Resupinate
Globulicium_hiemale_G0514_Kotiranta1880	NA	Resupinate	Resupinate	Resupinate
Cyphellostereum_laeve	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Resupinatus_sp._G1873_HCC98	Cyphelloid	Pileate-sessile	Pileate-sessile	Cyphelloid
Resinicium_meridionale	NA	Resupinate	Resupinate	Resupinate
Peniophorella_praetermissa	NA	Resupinate	Resupinate	Resupinate
Dendrothele_bisporigera_holotype_G0955_P	NA	Resupinate	Resupinate	Resupinate
Turbinellus_flabellatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gloeocantharellus_pallidus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hysterangium_stoloniferum	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_crassirhachis	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_aureum	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_coriaceum	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_strobilus	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_cistophilum	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_clathroides	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_setchellii	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_crassum	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_album	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_membranaceum	NA	Gasteroid	Gasteroid	Gasteroid
Aroramyces_radiatus	NA	Gasteroid	Gasteroid	Gasteroid
Aroramyces_gelatinosporus	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_occidentale	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_rugisporum	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_calcareum	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_pompholyx	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_separabile	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_youngii	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_epiroticum	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_fragile	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_affine	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_salmonaceum	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_hallingii	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_neotunicatum	NA	Gasteroid	Gasteroid	Gasteroid
Malajczukia_viridigleba	NA	Gasteroid	Gasteroid	Gasteroid
Mesophellia_glauca	NA	Gasteroid	Gasteroid	Gasteroid
Mesophellia_clelandii	NA	Gasteroid	Gasteroid	Gasteroid
Mesophellia_sabulosa	NA	Gasteroid	Gasteroid	Gasteroid
Malajczukia_amicorum	NA	Gasteroid	Gasteroid	Gasteroid
Mesophellia_trabalis	NA	Gasteroid	Gasteroid	Gasteroid
Malajczukia_ingratissima	NA	Gasteroid	Gasteroid	Gasteroid
Nothocastoreum_cretaceum	NA	Gasteroid	Gasteroid	Gasteroid
Mesophellia_arenaria	NA	Gasteroid	Gasteroid	Gasteroid
Chondrogaster_angustisporus	NA	Gasteroid	Gasteroid	Gasteroid
Chondrogaster_pachysporus	NA	Gasteroid	Gasteroid	Gasteroid
Andebbia_pachythrix	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_gardneri	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_inflatum	NA	Gasteroid	Gasteroid	Gasteroid
Hysterangium_aggregatum	NA	Gasteroid	Gasteroid	Gasteroid
Gummiglobus_joyceae	NA	Gasteroid	Gasteroid	Gasteroid
Gummiglobus_agglutinosporus	NA	Gasteroid	Gasteroid	Gasteroid
Protubera_nothofagi	NA	Gasteroid	Gasteroid	Gasteroid
Gallacea_eburnea	NA	Gasteroid	Gasteroid	Gasteroid
Hallingea_purpurea	NA	Gasteroid	Gasteroid	Gasteroid
Austrogautieria_clelandii	NA	Gasteroid	Gasteroid	Gasteroid
Gallacea_scleroderma	NA	Gasteroid	Gasteroid	Gasteroid
Austrogautieria_manjimupana	NA	Gasteroid	Gasteroid	Gasteroid
Austrogautieria_chlorospora	NA	Gasteroid	Gasteroid	Gasteroid
Gallacea_dingleyae	NA	Gasteroid	Gasteroid	Gasteroid
Trappea_phillipsii	NA	Gasteroid	Gasteroid	Gasteroid
Trappea_pinyonensis	NA	Gasteroid	Gasteroid	Gasteroid
Phallogaster_saccatus	NA	Gasteroid	Gasteroid	Gasteroid
Protubera_hautuensis	NA	Gasteroid	Gasteroid	Gasteroid
Gloeocantharellus_okapaensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Turbinellus_kauffmanii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gomphus_bonarii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Turbinellus_fujisanensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Turbinellus_floccosus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gomphus_clavatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gomphus_brunneus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Ramaria_obtussisima	NA	Coralloid	Coralloid	Coralloid
Ramaria_maculatipes	NA	Coralloid	Coralloid	Coralloid
Ramaria_largentii	NA	Coralloid	Coralloid	Coralloid
Ramaria_formosa	NA	Coralloid	Coralloid	Coralloid
Ramaria_flavobrunnescens	NA	Coralloid	Coralloid	Coralloid
Ramaria_stuntzii	NA	Coralloid	Coralloid	Coralloid
Ramaria_celerivirescens	NA	Coralloid	Coralloid	Coralloid
Ramaria_araiospora	NA	Coralloid	Coralloid	Coralloid
Gautieria_otthii	NA	Gasteroid	Gasteroid	Gasteroid
Gautieria_crispa	NA	Gasteroid	Gasteroid	Gasteroid
Gautieria_caudata	NA	Gasteroid	Gasteroid	Gasteroid
Gautieria_parksiana	NA	Gasteroid	Gasteroid	Gasteroid
Gautieria_pterosperma	NA	Gasteroid	Gasteroid	Gasteroid
Ramaria_botrytis	NA	Coralloid	Coralloid	Coralloid
Ramaria_cyaneigranosa	NA	Coralloid	Coralloid	Coralloid
Ramaria_aurantiisiccescens	NA	Coralloid	Coralloid	Coralloid
Ramaria_conjunctipes	NA	Coralloid	Coralloid	Coralloid
Ramaricium_alboflavescens	NA	Resupinate	Resupinate	Resupinate
Hydnocristella_himantia	NA	Resupinate	Resupinate	Resupinate
Lentaria_micheneri	NA	Coralloid	Coralloid	Coralloid
Lentaria_dendroidea	NA	Coralloid	Coralloid	Coralloid
Beenakia_fricta	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Kavinia_alboviridis	NA	Resupinate	Resupinate	Resupinate
Ramaria_eumorpha	NA	Coralloid	Coralloid	Coralloid
Ramaria_corrugata	NA	Coralloid	Coralloid	Coralloid
Clavariadelphus_occidentalis	NA	Clavarioid	Clavarioid	Clavaroid
Clavariadelphus_subfastigiatus	NA	Clavarioid	Clavarioid	Clavaroid
Clavariadelphus_pistillaris	NA	Clavarioid	Clavarioid	Clavaroid
Clavariadelphus_truncatus	NA	Clavarioid	Clavarioid	Clavaroid
Clavariadelphus_sachalinensis	NA	Clavarioid	Clavarioid	Clavaroid
Clavariadelphus_ligula	NA	Clavarioid	Clavarioid	Clavaroid
Phaeoclavulina_apiahyna	NA	Coralloid	Coralloid	Coralloid
Phaeoclavulina_insignis	NA	Coralloid	Coralloid	Coralloid
Phaeoclavulina_gigantea	NA	Coralloid	Coralloid	Coralloid
Phaeoclavulina_grandis	NA	Coralloid	Coralloid	Coralloid
Chroogomphus_albipes	NA	Gasteroid	Gasteroid	Gasteroid
Lentaria_pinicola	NA	Coralloid	Coralloid	Coralloid
Ramaria_rubella	NA	Coralloid	Coralloid	Coralloid
Phaeoclavulina_guadelupensis	NA	Coralloid	Coralloid	Coralloid
Ramaria_stricta	NA	Coralloid	Coralloid	Coralloid
Ramaria_rainierensis	NA	Coralloid	Coralloid	Coralloid
Ramaria_testaceoflava	NA	Coralloid	Coralloid	Coralloid
Ramaria_rubribrunnescens	NA	Coralloid	Coralloid	Coralloid
Ramaria_thiersii	NA	Coralloid	Coralloid	Coralloid
Gloeocantharellus_papuanus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gloeocantharellus_novaezelandiae	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phallus_ravenelii	NA	Gasteroid	Gasteroid	Gasteroid
Phallus_costatus	NA	Gasteroid	Gasteroid	Gasteroid
Dictyophora_multicolor	NA	Gasteroid	Gasteroid	Gasteroid
Dictyophora_duplicata	NA	Gasteroid	Gasteroid	Gasteroid
Dictyophora_indusiata	NA	Gasteroid	Gasteroid	Gasteroid
Phallus_hadriani	NA	Gasteroid	Gasteroid	Gasteroid
Mutinus_elegans	NA	Gasteroid	Gasteroid	Gasteroid
Gastrosporium_simplex	NA	Gasteroid	Gasteroid	Gasteroid
Aseroe_arachnoidea	NA	Gasteroid	Gasteroid	Gasteroid
Lysurus_mokusin	NA	Gasteroid	Gasteroid	Gasteroid
Protubera_clathroidea	NA	Gasteroid	Gasteroid	Gasteroid
Simblum_sphaerocephalum	NA	Gasteroid	Gasteroid	Gasteroid
Lysurus_borealis	NA	Gasteroid	Gasteroid	Gasteroid
Calvarula_excavata	NA	Gasteroid	Gasteroid	Gasteroid
Ileodictyon_gracile	NA	Gasteroid	Gasteroid	Gasteroid
Ileodictyon_cibarium	NA	Gasteroid	Gasteroid	Gasteroid
Protubera_canescens	NA	Gasteroid	Gasteroid	Gasteroid
Clathrus_chrysomycelinus	NA	Gasteroid	Gasteroid	Gasteroid
Laternea_triscapa	NA	Gasteroid	Gasteroid	Gasteroid
Clathrus_archeri	NA	Gasteroid	Gasteroid	Gasteroid
Aseroe_rubra	NA	Gasteroid	Gasteroid	Gasteroid
Pseudocolus_fusiformis	NA	Gasteroid	Gasteroid	Gasteroid
Clathrus_ruber	NA	Gasteroid	Gasteroid	Gasteroid
Protubera_sabulonensis	NA	Gasteroid	Gasteroid	Gasteroid
Protubera_borealis	NA	Gasteroid	Gasteroid	Gasteroid
Kobayasia_nipponica	NA	Gasteroid	Gasteroid	Gasteroid
Protubera_parvispora	NA	Gasteroid	Gasteroid	Gasteroid
Protubera_jamaicensis	NA	Gasteroid	Gasteroid	Gasteroid
Protubera_maracuja	NA	Gasteroid	Gasteroid	Gasteroid
Claustula_fischeri	NA	Gasteroid	Gasteroid	Gasteroid
